ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample
3293,M,WHITE,43-47,5,No,3,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,3 or more,3,1,3,Yes,No,3 or more,4 or more,Yes,2,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,2,0,0,0,68.40000000000001,0,0,0,0,1,1,No,No,No,No,No,1
3294,M,BLACK,38-42,20,No,10,Specialized,Less than HS diploma,3 or more,Property,1-2 years,9,3,0,4,2,4,No,Yes,3 or more,1,No,2,2 or more,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,0,10 or more,2,0,112.75,0,.25,0,0,.9113082039911308,1.619733924611973,No,Yes,Yes,No,No,1
3295,M,BLACK,33-37,23,No,6,Specialized,Less than HS diploma,3 or more,Drug,1-2 years,6,0,1,0,3,1,No,No,3 or more,0,Yes,0,2 or more,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,2,3 or more,2,43.5,.2000000029802322,.1000000014901161,0,0,.3793103448275862,.8396551724137931,No,No,No,No,No,1
3296,M,WHITE,38-42,14,No,3,Standard,At least some college,3 or more,Property,1-2 years,10 or more,4,0,5 or more,0,5 or more,No,No,3 or more,3,No,3 or more,0,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,2,10 or more,1,1,4.955555555555556,.0666666701436043,0,.0444444455206394,0,0,0,No,Yes,Yes,No,No,1
3297,M,BLACK,48 or older,13,No,1,Standard,High School Diploma,2,Drug,Greater than 2 to 3 years,7,3,1,0,5 or more,1,No,Yes,3 or more,3,No,0,2 or more,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0,5,0,3 or more,70,.1000000014901161,0,0,0,.6714285714285714,.5217857142857143,No,Yes,No,Yes,No,1
3298,M,BLACK,38-42,20,No,5,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,2,0,Yes,0,0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,4 or more,0,0,0,,0,0,0,0,,,No,No,No,No,No,0
3299,M,BLACK,38-42,20,No,10,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,Yes,0,0,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,0,0,0,3 or more,168.5,0,0,0,0,.0480712166172107,.2167655786350149,No,Yes,No,Yes,No,1
3300,M,WHITE,33-37,14,No,7,,High School Diploma,2,,Greater than 2 to 3 years,6,2,0,2,5 or more,2,No,Yes,2,1,No,1,2 or more,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0,0,0,3 or more,,,,,,1,.9070778145695364,Yes,No,No,No,No,1
3301,M,BLACK,38-42,13,No,3,Specialized,High School Diploma,1,Violent/Sex,1-2 years,5,2,2,0,2,3,No,No,0,1,Yes,0,2 or more,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0,0,0,0,5.885714285714286,0,0,0,0,1,4,No,No,No,No,No,0
3302,M,BLACK,33-37,7,No,5,Standard,High School Diploma,3 or more,Property,1-2 years,5,1,1,3,1,2,No,No,1,1,No,0,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,0,4,1,2,192.5,.5,.5,0,0,1,.9487012987012987,No,Yes,No,Yes,No,1
3303,M,BLACK,33-37,22,Yes,8,High,Less than HS diploma,0,Violent/Non-Sex,1-2 years,5,0,1,2,1,1,No,No,1,0,Yes,1,0,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,4 or more,10 or more,3 or more,1,6.17741935483871,.2096774131059647,0,0,.0080645158886909,.1227154046997389,.9536553524804177,No,No,No,No,No,1
3304,M,BLACK,33-37,8,No,6,High,Less than HS diploma,0,,1-2 years,2,6 or more,2,0,1,0,Yes,Yes,1,4 or more,Yes,0,1,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0,4,1,0,269.6666666666667,0,0,0,0,.9245982694684796,.4514833127317676,No,No,No,No,No,0
3305,M,BLACK,33-37,2,Yes,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,6,4,3 or more,1,1,2,Yes,Yes,2,2,Yes,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,Yes,No,No,0
3306,M,WHITE,33-37,25,Yes,6,High,Less than HS diploma,1,Other,1-2 years,6,2,2,1,0,3,Yes,Yes,1,0,Yes,0,0,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,,,,,,.8623853211009175,.837729357798165,No,No,No,No,No,1
3307,M,WHITE,48 or older,5,No,4,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,2,4,0,2,0,0,No,No,2,3,No,1,0,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,10 or more,2,1,72.54545454545455,0,0,0,0,.793233082706767,.9154135338345865,No,No,No,No,No,1
3308,M,BLACK,33-37,4,No,8,High,Less than HS diploma,0,Drug,Greater than 2 to 3 years,6,1,1,0,5 or more,2,Yes,No,3 or more,0,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,0,0,0,0,146.1428571428571,0,0,0,0,.7820136852394917,.3570381231671554,No,No,No,No,No,0
3309,M,BLACK,48 or older,4,No,10,Standard,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,4,0,5 or more,1,3,No,Yes,3 or more,3,No,3 or more,0,No,No,No,Yes,No,Yes,No,No,No,No,No,No,0,9,0,2,393,.25,0,0,0,0,0,No,Yes,No,No,Yes,1
3310,M,BLACK,33-37,7,Yes,10,Specialized,Less than HS diploma,3 or more,Other,1-2 years,10 or more,6 or more,3 or more,0,4,4,Yes,Yes,2,4 or more,Yes,0,2 or more,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2,0,0,1,57.8,0,0,0,0,1,2,No,Yes,Yes,No,No,1
3311,M,BLACK,33-37,25,No,6,Specialized,Less than HS diploma,3 or more,Other,Greater than 2 to 3 years,3,6 or more,2,1,0,5 or more,No,No,3 or more,3,Yes,0,0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,4 or more,7,0,2,21.13333333333333,0,0,0,0,.1451104100946372,.5761041009463723,No,Yes,No,Yes,No,1
3312,M,BLACK,48 or older,18,No,4,Standard,High School Diploma,1,Property,Less than 1 year,10 or more,6 or more,0,5 or more,3,5 or more,No,Yes,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,1,,,,,,0,0,No,No,No,No,No,1
3313,M,BLACK,33-37,6,No,4,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,5,4,1,3,0,2,No,Yes,1,1,Yes,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,1,75.875,0,0,0,0,.7314662273476112,1.203459637561779,No,Yes,No,Yes,No,1
3314,M,BLACK,33-37,20,No,10,Specialized,High School Diploma,1,Property,More than 3 years,9,2,0,5 or more,1,5 or more,No,No,3 or more,3,No,3 or more,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,0,0,1,53.83333333333334,.1666666716337204,0,0,0,.7337461300309598,1,No,Yes,Yes,No,No,0
3315,M,WHITE,33-37,18,Yes,7,High,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,4,0,5 or more,0,5 or more,No,Yes,3 or more,3,No,3 or more,0,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,4 or more,10 or more,3 or more,0,21.96,0,0,0,0,1,1.330601092896175,No,Yes,No,Yes,No,0
3316,M,WHITE,43-47,11,No,3,Standard,High School Diploma,1,Drug,Less than 1 year,10 or more,6 or more,3 or more,3,5 or more,5 or more,Yes,Yes,3 or more,4 or more,Yes,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,4 or more,9,0,0,78.64285714285714,0,0,.0714285746216774,0,0,0,No,No,No,No,No,1
3317,M,WHITE,33-37,19,No,7,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,3,2,1,2,0,3,No,No,1,2,Yes,1,0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,0,6,0,0,55.42857142857143,0,0,0,0,1,2.82409793814433,No,Yes,Yes,No,No,1
3318,M,BLACK,33-37,6,Yes,6,High,High School Diploma,0,Violent/Non-Sex,1-2 years,2,1,1,1,0,0,No,No,2,0,No,1,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,4 or more,0,0,2,156.6666666666667,.3333333432674408,0,0,0,.1042553191489362,.7771276595744681,No,Yes,Yes,No,No,0
3319,M,BLACK,33-37,5,Yes,7,Specialized,Less than HS diploma,2,Property,Greater than 2 to 3 years,5,3,1,2,1,3,No,Yes,1,4 or more,No,1,0,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,3,9,2,0,38,.5,0,0,0,0,0,No,Yes,Yes,No,No,1
3320,M,WHITE,38-42,4,No,10,Specialized,High School Diploma,0,Drug,1-2 years,10 or more,6 or more,0,5 or more,2,5 or more,No,Yes,3 or more,4 or more,No,3 or more,2 or more,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,4 or more,0,0,0,26.61111111111111,0,0,.0555555559694767,0,0,0,No,Yes,No,Yes,No,1
3321,F,WHITE,38-42,17,,6,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,1,0,0,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,3 or more,,,,,,1,1.413870967741936,No,No,No,No,No,0
3322,M,BLACK,38-42,11,No,3,Standard,At least some college,2,Drug,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,1,1,No,Yes,Yes,No,No,0
3323,M,BLACK,33-37,7,No,8,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,8,6 or more,1,5 or more,2,3,No,No,2,4 or more,No,2,0,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,0,10 or more,0,1,487.4,0,0,0,0,.6565449322938038,.1498768978251949,No,No,No,No,No,0
3324,M,BLACK,33-37,9,No,4,High,High School Diploma,3 or more,Property,Less than 1 year,10 or more,3,1,5 or more,2,1,No,Yes,3 or more,3,Yes,3 or more,1,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,4 or more,2,3 or more,2,78.5,.3333333432674408,.1666666716337204,.1666666716337204,0,.851380042462845,.7754777070063694,No,Yes,No,Yes,No,1
3325,M,WHITE,33-37,7,No,1,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,2,0,5 or more,0,5 or more,No,No,1,0,No,3 or more,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,15.5,0,.1666666716337204,0,0,.7741935483870968,1,No,Yes,Yes,No,No,1
3326,F,WHITE,38-42,17,,8,High,High School Diploma,3 or more,,Less than 1 year,10 or more,3,0,3,5 or more,1,No,No,1,1,No,1,2 or more,No,No,No,Yes,No,Yes,No,No,No,No,No,No,3,0,0,1,22,0,0,0,0,0,0,No,Yes,Yes,No,No,0
3327,M,WHITE,33-37,17,No,7,High,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,8,2,1,5 or more,0,2,Yes,No,2,1,Yes,2,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,2,0,0,0,,,,,,1,1,No,Yes,Yes,No,No,0
3328,M,BLACK,48 or older,6,No,4,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,1,2,1,0,0,0,No,No,0,1,No,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0,0,1,,0,0,0,0,,,No,No,No,No,No,1
3329,M,BLACK,43-47,11,No,7,High,At least some college,3 or more,Drug,More than 3 years,3,1,0,0,3,0,No,No,3 or more,1,No,0,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,3,4,2,3 or more,,.1500000059604645,0,.0500000007450581,0,,,Yes,No,No,No,No,1
3330,M,BLACK,38-42,4,Yes,7,High,At least some college,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,4,0,3,No,Yes,3 or more,2,Yes,1,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,1,5,0,0,32.39583333333334,0,0,0,0,.5305466237942122,.4697749196141479,Yes,Yes,No,No,Yes,1
3331,M,BLACK,38-42,20,No,10,Specialized,Less than HS diploma,0,Violent/Non-Sex,1-2 years,3,1,1,2,0,0,No,No,3 or more,0,Yes,2,0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,0,3,3 or more,1,,,,,,.2813067150635209,.331442831215971,Yes,Yes,Yes,No,No,1
3332,M,BLACK,33-37,18,No,2,High,Less than HS diploma,0,Property,1-2 years,8,0,0,5 or more,2,0,No,No,0,1,No,2,0,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0,10 or more,1,0,239,.3333333432674408,0,0,0,.3584379358437936,.5094142259414226,No,Yes,No,Yes,No,1
3333,M,WHITE,33-37,20,No,7,Standard,Less than HS diploma,2,Drug,1-2 years,6,6 or more,3 or more,4,1,2,No,No,2,3,No,3 or more,1,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,4 or more,8,2,0,112,.1666666716337204,0,.1666666716337204,0,.6354166666666666,.5435267857142857,No,Yes,No,Yes,No,1
3334,M,WHITE,48 or older,8,No,6,Standard,At least some college,2,Violent/Non-Sex,More than 3 years,1,2,1,0,0,0,No,Yes,0,1,Yes,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,2,246.8,0,0,0,0,0,0,No,Yes,No,Yes,No,1
3335,M,WHITE,38-42,24,No,4,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,2,2,1,0,1,1,No,No,2,0,Yes,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,1,10 or more,0,0,17.95555555555556,.0222222227603197,0,0,.0222222227603197,1,2.712252475247525,No,No,No,No,No,1
3336,M,BLACK,33-37,18,No,,,Less than HS diploma,0,Drug,More than 3 years,5,4,0,0,5 or more,5 or more,No,No,2,1,No,0,2 or more,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,0,1,0,0,34.8,0,0,0,0,0,0,No,Yes,Yes,No,No,0
3337,M,BLACK,43-47,12,No,6,Standard,High School Diploma,3 or more,Other,1-2 years,10 or more,4,1,5 or more,4,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,4 or more,0,0,1,,,,,,0,0,No,No,No,No,No,1
3338,M,BLACK,43-47,22,Yes,4,High,At least some college,3 or more,Violent/Non-Sex,More than 3 years,0,1,0,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,6,0,0,24.35294117647059,0,0,0,0,0,0,No,No,No,No,No,1
3339,M,BLACK,33-37,4,Yes,6,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,Yes,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,1,0,0,3 or more,74.125,0,0,0,0,0,0,No,Yes,No,Yes,No,1
3340,M,BLACK,48 or older,17,No,2,Standard,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,2,1,2,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,.990358126721763,.503099173553719,Yes,No,No,No,No,1
3341,M,BLACK,33-37,20,Yes,6,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,Yes,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,0,0,0,2,,.1428571492433548,0,0,0,,,No,No,No,No,No,0
3342,M,WHITE,48 or older,24,No,2,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,3,0,1,1,0,0,No,Yes,0,0,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,50.27272727272727,0,0,0,0,0,0,No,Yes,No,Yes,No,1
3343,F,WHITE,38-42,22,,10,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,5 or more,5 or more,Yes,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,3 or more,58.66666666666666,0,0,0,0,0,0,No,Yes,Yes,No,No,1
3344,M,BLACK,48 or older,19,No,4,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,5,3,3 or more,2,0,0,No,No,1,0,Yes,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,0,0,0,0,,,No,No,No,No,No,1
3345,M,WHITE,38-42,12,No,10,High,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,Yes,Yes,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,4 or more,5,3 or more,1,58.57142857142857,0,0,1,0,.3365853658536586,.8908536585365853,No,No,No,No,No,1
3346,M,BLACK,33-37,18,No,8,High,High School Diploma,3 or more,Property,1-2 years,7,6 or more,3 or more,4,3,5 or more,No,No,1,3,No,1,1,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,147.3333333333333,0,0,0,0,.2873303167420814,.8263574660633484,No,Yes,No,Yes,No,1
3348,M,BLACK,38-42,20,No,3,Standard,High School Diploma,2,Property,Less than 1 year,5,2,1,5 or more,0,1,No,No,0,0,Yes,2,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,138.5,0,0,0,0,0,0,No,Yes,Yes,No,No,1
3349,M,BLACK,33-37,19,No,,Specialized,Less than HS diploma,3 or more,,1-2 years,10 or more,6 or more,3 or more,3,3,5 or more,No,No,1,4 or more,Yes,1,1,Yes,No,No,No,No,No,No,No,No,No,No,Yes,4 or more,6,3 or more,1,57.5,.5,.5,0,0,.4869565217391305,1,No,Yes,Yes,No,No,0
3350,M,BLACK,48 or older,14,No,4,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,1,1,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,3 or more,,,,,,.949685534591195,1,No,Yes,Yes,No,No,1
3351,M,BLACK,33-37,15,No,1,Standard,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,3,2,1,0,2,1,Yes,No,0,1,Yes,0,0,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,3,0,0,1,79.625,0,0,0,0,1,1.720172684458399,No,Yes,No,Yes,No,0
3352,M,WHITE,33-37,12,No,6,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,2,1,1,1,0,0,No,No,0,1,Yes,0,0,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,1,472,0,0,0,0,0,0,No,Yes,Yes,No,No,1
3353,M,BLACK,33-37,12,No,3,,At least some college,3 or more,Violent/Non-Sex,1-2 years,5,6 or more,3 or more,1,0,4,Yes,No,0,4 or more,Yes,0,0,No,Yes,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,71.25,0,0,0,0,1,2,No,No,No,No,No,1
3354,M,BLACK,33-37,17,Yes,7,High,High School Diploma,3 or more,Other,1-2 years,10 or more,1,0,0,5 or more,5 or more,No,Yes,3 or more,2,No,0,2 or more,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,3,0,0,0,135.5,.5,0,0,0,.4870848708487085,1,No,No,No,No,No,0
3355,M,BLACK,33-37,20,No,4,Standard,Less than HS diploma,0,Property,Less than 1 year,8,4,0,5 or more,4,0,No,No,3 or more,3,No,3 or more,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,,,,,,0,0,No,Yes,Yes,No,No,0
3356,M,BLACK,38-42,24,No,7,High,High School Diploma,3 or more,Drug,More than 3 years,10 or more,4,2,0,4,5 or more,No,No,3 or more,1,No,0,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,0,0,0,1,46.92307692307692,0,.0769230797886848,0,.0769230797886848,.2885245901639344,1.197540983606557,No,Yes,No,Yes,No,1
3357,M,BLACK,33-37,4,Yes,6,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,2,0,2,0,0,1,No,No,0,1,Yes,0,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,3,4,2,0,22.55555555555556,.1111111119389534,0,0,0,0,0,No,Yes,Yes,No,No,0
3358,M,BLACK,33-37,7,No,10,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,4,1,2,1,1,0,No,No,0,0,Yes,0,0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,0,10 or more,3 or more,0,55.125,.625,0,0,0,.7709750566893424,2.484693877551021,Yes,Yes,No,Yes,No,1
3359,M,BLACK,33-37,10,No,6,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,6,5,1,5 or more,1,0,No,Yes,1,3,No,2,1,No,No,No,No,No,No,No,No,No,No,No,No,0,5,0,1,14.04347826086956,0,0,0,0,1,2,No,Yes,Yes,No,No,1
3360,M,WHITE,33-37,25,No,8,High,High School Diploma,1,Property,More than 3 years,10 or more,6 or more,0,5 or more,0,5 or more,No,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,Yes,No,No,0
3361,M,BLACK,43-47,3,No,8,High,Less than HS diploma,3 or more,Property,More than 3 years,10 or more,6 or more,1,5 or more,4,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,4 or more,3,0,0,7.6,0,.2000000029802322,0,0,0,0,No,Yes,Yes,No,No,1
3362,F,BLACK,33-37,14,,6,Standard,Less than HS diploma,3 or more,Property,1-2 years,10 or more,2,0,5 or more,0,3,No,No,3 or more,1,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,8,0,0,10.42857142857143,0,0,0,0,.997716894977169,.833904109589041,Yes,No,No,No,No,1
3363,M,WHITE,43-47,24,No,6,Specialized,Less than HS diploma,1,Other,More than 3 years,4,4,2,1,0,3,Yes,No,2,4 or more,Yes,1,0,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,0,10 or more,0,2,8.666666666666666,0,0,0,0,.3891402714932127,.8263574660633484,No,No,No,No,No,1
3364,M,WHITE,33-37,14,No,9,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,10 or more,5,1,5 or more,1,5 or more,No,Yes,2,2,No,2,0,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,0,10 or more,0,2,49.5945945945946,0,0,0,0,.5209809264305177,1.393324250681199,No,Yes,No,No,Yes,1
3365,M,BLACK,33-37,22,Yes,7,Standard,High School Diploma,3 or more,Drug,More than 3 years,10 or more,5,0,0,5 or more,3,No,No,0,3,No,0,2 or more,No,No,No,Yes,No,Yes,No,No,No,No,No,No,0,0,0,0,39.24,.0399999991059303,0,0,0,1,.7446483180428134,No,Yes,No,No,Yes,1
3366,M,BLACK,33-37,19,No,5,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,0,1,1,0,1,No,No,2,0,Yes,1,0,No,No,No,No,Yes,No,Yes,No,No,No,No,No,0,2,0,1,161.4166666666667,0,0,0,0,.2157976251935984,.1885647909137842,Yes,No,No,No,No,1
3367,M,BLACK,33-37,3,No,6,High,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,4,4,1,5 or more,2,1,No,No,2,2,Yes,3 or more,1,No,No,No,No,No,No,No,No,No,No,Yes,No,3,7,1,1,35.76666666666667,.0666666701436043,.1333333402872086,.0333333350718021,0,.869524697110904,.6808014911463187,No,Yes,No,No,Yes,1
3368,M,BLACK,28-32,25,No,5,Standard,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,3,2,3,No,Yes,3 or more,4 or more,No,1,1,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1,0,0,3 or more,180.1,0,0,0,0,.8883953359244864,.2028039977790116,Yes,No,No,No,No,1
3369,M,BLACK,33-37,20,Yes,6,High,High School Diploma,2,Other,Less than 1 year,4,1,1,2,2,0,No,No,3 or more,0,No,2,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,82.5,0,0,0,0,0,0,No,Yes,No,No,Yes,0
3370,M,BLACK,33-37,18,No,6,High,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,10 or more,6 or more,0,0,5 or more,5 or more,No,No,3 or more,2,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,4 or more,10 or more,0,3 or more,130.6153846153846,.1538461595773697,0,0,0,.9422850412249706,1.075530035335689,No,No,No,No,No,1
3371,M,BLACK,33-37,11,No,6,Standard,Less than HS diploma,1,,Less than 1 year,8,5,3 or more,1,4,0,Yes,No,1,4 or more,Yes,1,1,No,No,No,No,No,No,No,No,No,No,No,No,3,5,0,1,135.25,.25,0,0,0,.9593345656192237,.6751386321626618,No,No,No,No,No,1
3372,F,BLACK,38-42,6,,5,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,55.7,0,0,0,0,.6642728904847397,.4371633752244165,No,No,No,No,No,0
3373,M,WHITE,33-37,6,No,7,High,High School Diploma,1,Property,More than 3 years,10 or more,6 or more,0,5 or more,5 or more,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,3,4,0,1,69.8,.4000000059604645,0,.2000000029802322,0,1,2,No,Yes,No,Yes,No,1
3374,M,WHITE,33-37,15,No,10,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,7,6 or more,3 or more,1,5 or more,2,No,Yes,3 or more,4 or more,Yes,0,2 or more,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,0,5,0,0,13.14285714285714,0,0,0,0,.9021739130434783,1,No,Yes,Yes,No,No,0
